Season,T1_ID,T2_ID,WScore,LScore,Target,SeasonAvgScore_T1,SeasonWinRatio_T1,TeamName_T1,SeedNumber_T1,SeasonAvgScore_T2,SeasonWinRatio_T2,TeamName_T2,SeedNumber_T2,Gender
2015,1181,1428,63,57,1,76.68103448275862,0.8787878787878788,Duke,1.0,67.29891304347825,0.7419354838709677,Utah,5.0,Men
2016,1437,1234,87,68,1,74.58275862068966,0.8529411764705882,Villanova,2.0,76.21190476190476,0.6774193548387096,Iowa,7.0,Men
2025,1307,1266,75,66,1,77.82,0.78125,New Mexico,10.0,74.05869565217392,0.696969696969697,Marquette,7.0,Men
2024,1397,1166,82,75,1,76.14583333333334,0.75,Tennessee,2.0,76.88647342995169,0.71875,Creighton,3.0,Men
1993,1276,1246,81,78,1,80.99038461538461,0.8666666666666667,Michigan,1.0,86.14102564102564,0.896551724137931,Kentucky,1.0,Men
2016,1462,1451,71,53,1,77.21111111111111,0.84375,Xavier,2.0,72.71739130434783,0.7419354838709677,Weber St,15.0,Men
1997,1160,1231,80,62,1,71.11111111111111,0.7,Colorado,9.0,71.99545454545455,0.6875,Indiana,8.0,Men
2003,1400,1163,82,78,1,79.6969696969697,0.7857142857142857,Texas,1.0,76.5952380952381,0.7,Connecticut,5.0,Men
2013,1195,1207,78,68,1,71.97727272727272,0.6875,FGCU,15.0,61.256666666666675,0.8064516129032258,Georgetown,2.0,Men
2017,1291,1309,67,66,1,67.7,0.5588235294117647,Mt St Mary's,16.0,69.78342245989305,0.6071428571428571,New Orleans,16.0,Men
1986,1120,1424,70,63,1,69.75,0.6296296296296297,Auburn,8.0,78.91532258064515,0.8857142857142857,UNLV,4.0,Men
1993,1203,1307,82,68,1,74.00657894736841,0.7037037037037037,G Washington,12.0,64.77898550724638,0.7931034482758621,New Mexico,5.0,Men
2012,1393,1421,72,65,1,69.16129032258064,0.9393939393939394,Syracuse,1.0,76.19047619047619,0.7,UNC Asheville,16.0,Men
2012,1207,1125,74,59,1,66.70454545454545,0.7333333333333333,Georgetown,3.0,78.6923076923077,0.7878787878787878,Belmont,14.0,Men
2010,1277,1397,70,69,1,71.08333333333334,0.75,Michigan St,5.0,70.10499999999999,0.7575757575757576,Tennessee,6.0,Men
1998,1150,1227,77,62,1,72.13947368421053,0.6551724137931034,Charlotte,8.0,72.67272727272727,0.8148148148148148,IL Chicago,9.0,Men
1997,1242,1238,78,64,1,89.56451612903226,0.96875,Kansas,1.0,71.83846153846153,0.4642857142857143,Jackson St,16.0,Men
1985,1328,1256,86,84,1,83.9,0.8333333333333334,Oklahoma,1.0,73.11538461538461,0.9285714285714286,Louisiana Tech,5.0,Men
2016,1332,1181,82,68,1,75.22222222222223,0.8181818181818182,Oregon,1.0,78.21739130434783,0.696969696969697,Duke,4.0,Men
2016,1328,1433,85,81,1,78.04857142857142,0.78125,Oklahoma,2.0,74.6375,0.7058823529411765,VCU,10.0,Men
2022,1437,1222,50,44,1,69.16758241758242,0.7878787878787878,Villanova,2.0,73.24827586206897,0.8529411764705882,Houston,5.0,Men
2016,1437,1421,86,56,1,74.58275862068966,0.8529411764705882,Villanova,2.0,73.82272727272726,0.6451612903225806,UNC Asheville,15.0,Men
2018,1246,1138,95,75,1,73.575,0.7058823529411765,Kentucky,5.0,81.57,0.7575757575757576,Buffalo,13.0,Men
2012,1246,1124,82,70,1,72.609375,0.9411764705882353,Kentucky,1.0,71.98076923076923,0.7878787878787878,Baylor,3.0,Men
2017,1425,1344,75,71,1,76.22222222222223,0.7272727272727273,USC,11.0,69.01666666666667,0.625,Providence,11.0,Men
2009,1314,1277,89,72,1,85.60185185185185,0.8709677419354839,North Carolina,1.0,68.60897435897436,0.8125,Michigan St,2.0,Men
2003,1266,1281,101,92,1,76.8304347826087,0.8214285714285714,Marquette,3.0,69.60714285714286,0.6774193548387096,Missouri,6.0,Men
2022,1293,1362,92,87,1,67.83333333333334,0.9310344827586207,Murray St,7.0,73.1256038647343,0.71875,San Francisco,10.0,Men
2021,1211,1328,87,71,1,46.05769230769231,1.0,Gonzaga,1.0,73.38333333333333,0.6,Oklahoma,8.0,Men
1988,1350,1210,59,55,1,67.66666666666667,0.8,Richmond,13.0,77.9047619047619,0.7,Georgia Tech,5.0,Men
2010,1338,1324,89,66,1,64.6875,0.75,Pittsburgh,3.0,69.10416666666666,0.75,Oakland,14.0,Men
1988,1268,1364,92,82,1,74.41666666666666,0.5714285714285714,Maryland,7.0,69.47619047619048,0.75,UC Santa Barbara,10.0,Men
2011,1140,1459,74,66,1,75.76724137931035,0.8787878787878788,BYU,3.0,72.14285714285714,0.6363636363636364,Wofford,14.0,Men
2002,1143,1335,82,75,1,69.3465909090909,0.7333333333333333,California,6.0,71.24333333333334,0.8064516129032258,Penn,11.0,Men
2005,1228,1192,67,55,1,70.921875,0.9696969696969697,Illinois,1.0,74.08552631578948,0.6129032258064516,F Dickinson,16.0,Men
2024,1213,1388,75,66,1,76.30357142857143,0.875,Grand Canyon,12.0,68.04857142857142,0.78125,St Mary's CA,5.0,Men
2019,1397,1234,83,77,1,78.84642857142856,0.8484848484848485,Tennessee,2.0,75.86363636363637,0.6666666666666666,Iowa,10.0,Men
2015,1181,1352,85,56,1,76.68103448275862,0.8787878787878788,Duke,1.0,68.07894736842105,0.5757575757575758,Robert Morris,16.0,Men
2005,1437,1307,55,47,1,72.03896103896103,0.7586206896551724,Villanova,5.0,71.29666666666667,0.8064516129032258,New Mexico,12.0,Men
1992,1231,1417,106,79,1,75.9927536231884,0.7931034482758621,Indiana,2.0,79.91666666666666,0.8571428571428571,UCLA,1.0,Men
2017,1417,1245,97,80,1,86.21982758620689,0.8787878787878788,UCLA,3.0,74.99084249084248,0.6176470588235294,Kent,14.0,Men
1995,1207,1462,68,63,1,74.89766081871346,0.6785714285714286,Georgetown,6.0,78.0,0.8461538461538461,Xavier,11.0,Men
1991,1385,1326,91,74,1,70.45,0.7142857142857143,St John's,4.0,76.65333333333334,0.8928571428571429,Ohio St,1.0,Men
1992,1246,1330,88,69,1,79.82692307692308,0.8125,Kentucky,2.0,74.57142857142858,0.5,Old Dominion,15.0,Men
1988,1424,1283,54,50,1,77.45,0.8275862068965517,UNLV,4.0,67.65833333333333,0.7692307692307693,Missouri St,13.0,Men
1996,1365,1268,91,79,1,67.97368421052632,0.7037037037037037,Santa Clara,10.0,80.12745098039215,0.5862068965517241,Maryland,7.0,Men
1989,1328,1256,124,81,1,94.79285714285714,0.8484848484848485,Oklahoma,1.0,78.32954545454545,0.7333333333333333,Louisiana Tech,9.0,Men
2011,1139,1330,60,58,1,70.6010101010101,0.7096774193548387,Butler,8.0,62.01851851851852,0.8181818181818182,Old Dominion,9.0,Men
2008,1323,1206,68,50,1,77.66369047619048,0.7741935483870968,Notre Dame,5.0,68.18913043478261,0.696969696969697,George Mason,12.0,Men
2023,1243,1246,75,69,1,73.7584541062802,0.71875,Kansas St,3.0,73.31601731601731,0.65625,Kentucky,6.0,Men
2013,1387,1308,64,44,1,66.74074074074073,0.8181818181818182,St Louis,4.0,66.2195652173913,0.696969696969697,New Mexico St,13.0,Men
1999,1163,1234,78,68,1,67.76785714285714,0.9333333333333333,Connecticut,1.0,72.66666666666666,0.6666666666666666,Iowa,5.0,Men
2006,1261,1400,70,60,1,72.29545454545455,0.7333333333333333,LSU,4.0,71.60185185185185,0.8181818181818182,Texas,2.0,Men
1998,1246,1390,86,85,1,76.44827586206897,0.8787878787878788,Kentucky,2.0,75.53999999999999,0.8620689655172413,Stanford,3.0,Men
2025,1196,1268,87,71,1,81.875,0.8823529411764706,Florida,1.0,78.5075,0.7575757575757576,Maryland,4.0,Men
2021,1261,1382,76,61,1,80.11111111111111,0.6666666666666666,LSU,8.0,65.8125,0.8,St Bonaventure,9.0,Men
2010,1139,1277,52,50,1,68.33928571428572,0.875,Butler,5.0,71.08333333333334,0.75,Michigan St,5.0,Men
1990,1261,1437,70,63,1,88.09821428571428,0.7241379310344828,LSU,5.0,70.07539682539684,0.5625,Villanova,12.0,Men
2002,1328,1462,78,65,1,73.97685185185185,0.8709677419354839,Oklahoma,2.0,68.92,0.8333333333333334,Xavier,7.0,Men
2002,1281,1417,82,73,1,77.75757575757575,0.65625,Missouri,12.0,72.74162679425837,0.6333333333333333,UCLA,8.0,Men
2015,1458,1157,86,72,1,67.26881720430107,0.9117647058823529,Wisconsin,1.0,69.76944444444445,0.6896551724137931,Coastal Car,16.0,Men
2007,1196,1417,76,66,1,75.3,0.8529411764705882,Florida,1.0,68.69999999999999,0.8333333333333334,UCLA,2.0,Men
2025,1462,1400,86,80,1,76.48701298701299,0.65625,Xavier,11.0,77.6719298245614,0.5588235294117647,Texas,11.0,Men
2024,1104,1213,72,61,1,88.53679653679654,0.65625,Alabama,4.0,76.30357142857143,0.875,Grand Canyon,12.0,Men
2007,1356,1439,63,48,1,60.48076923076923,0.8125,S Illinois,4.0,70.0,0.6451612903225806,Virginia Tech,5.0,Men
2025,1276,1401,91,79,1,76.33111111111111,0.7352941176470589,Michigan,5.0,73.76363636363637,0.6875,Texas A&M,4.0,Men
2008,1424,1245,71,58,1,63.65714285714286,0.78125,UNLV,8.0,67.17857142857143,0.8235294117647058,Kent,9.0,Men
2017,1348,1166,84,72,1,70.64583333333334,0.7272727272727273,Rhode Island,11.0,78.5625,0.7272727272727273,Creighton,6.0,Men
2001,1425,1130,74,71,1,74.53611111111111,0.6896551724137931,USC,6.0,77.14,0.8620689655172413,Boston College,3.0,Men
2012,1166,1104,58,57,1,73.69285714285715,0.8484848484848485,Creighton,8.0,63.22077922077922,0.65625,Alabama,9.0,Men
1989,1256,1247,83,74,1,78.32954545454545,0.7333333333333333,Louisiana Tech,9.0,78.4576923076923,0.8387096774193549,La Salle,8.0,Men
1986,1181,1330,89,61,1,83.0,0.9411764705882353,Duke,1.0,65.36428571428571,0.7407407407407407,Old Dominion,8.0,Men
1988,1242,1328,83,79,1,73.1010101010101,0.6206896551724138,Kansas,6.0,92.01666666666667,0.9090909090909091,Oklahoma,1.0,Men
2017,1292,1278,81,72,1,69.16379310344828,0.8787878787878788,MTSU,12.0,72.23611111111111,0.7272727272727273,Minnesota,5.0,Men
2007,1400,1308,79,67,1,82.18055555555556,0.7272727272727273,Texas,4.0,75.02083333333334,0.75,New Mexico St,13.0,Men
1990,1424,1326,76,65,1,88.9655172413793,0.8529411764705882,UNLV,1.0,74.76041666666666,0.5714285714285714,Ohio St,8.0,Men
2019,1268,1125,79,77,1,68.90454545454546,0.6875,Maryland,6.0,81.88,0.8333333333333334,Belmont,11.0,Men
2002,1112,1461,68,60,1,82.02525252525251,0.7096774193548387,Arizona,3.0,72.825,0.7142857142857143,Wyoming,11.0,Men
2023,1222,1120,81,64,1,68.99462365591398,0.9117647058823529,Houston,1.0,71.75833333333333,0.625,Auburn,9.0,Men
2019,1181,1416,77,76,1,81.3896551724138,0.8529411764705882,Duke,1.0,69.19293478260869,0.7419354838709677,UCF,9.0,Men
2015,1268,1434,65,62,1,65.86111111111111,0.8181818181818182,Maryland,4.0,62.8,0.8333333333333334,Valparaiso,13.0,Men
2005,1246,1428,62,52,1,68.48,0.8333333333333334,Kentucky,2.0,63.459999999999994,0.8333333333333334,Utah,6.0,Men
2011,1452,1155,84,76,1,68.27954545454546,0.6451612903225806,West Virginia,5.0,67.32467532467533,0.65625,Clemson,12.0,Men
1999,1246,1308,82,60,1,70.79249999999999,0.7575757575757576,Kentucky,3.0,64.5297619047619,0.7241379310344828,New Mexico St,14.0,Men
2016,1323,1458,61,56,1,73.12337662337663,0.65625,Notre Dame,6.0,67.28333333333333,0.625,Wisconsin,7.0,Men
2005,1301,1150,75,63,1,72.55668016194332,0.59375,NC State,10.0,76.28571428571428,0.75,Charlotte,7.0,Men
2022,1437,1276,63,55,1,69.16758241758242,0.7878787878787878,Villanova,2.0,72.39915966386555,0.5483870967741935,Michigan,11.0,Men
1993,1181,1356,105,70,1,81.61490683229813,0.7666666666666667,Duke,3.0,75.00757575757575,0.7096774193548387,S Illinois,14.0,Men
2006,1163,1449,98,92,1,78.81481481481481,0.9,Connecticut,1.0,78.9375,0.8,Washington,5.0,Men
2002,1181,1457,84,37,1,84.316091954023,0.90625,Duke,1.0,67.66666666666666,0.5769230769230769,Winthrop,16.0,Men
2019,1251,1280,80,76,1,71.23333333333333,0.8064516129032258,Liberty,12.0,75.82608695652175,0.696969696969697,Mississippi St,5.0,Men
1996,1246,1428,101,70,1,85.21428571428572,0.9333333333333333,Kentucky,1.0,72.31884057971014,0.7931034482758621,Utah,4.0,Men
2018,1276,1222,64,63,1,71.18518518518519,0.7941176470588235,Michigan,3.0,75.33791208791209,0.7878787878787878,Houston,6.0,Men
1991,1181,1163,81,67,1,85.56593406593407,0.7878787878787878,Duke,2.0,72.12647058823529,0.6296296296296297,Connecticut,11.0,Men
2006,1246,1412,69,64,1,69.23214285714286,0.6363636363636364,Kentucky,8.0,68.72101449275362,0.7931034482758621,UAB,9.0,Men
1995,1163,1268,99,89,1,78.32,0.8620689655172413,Connecticut,2.0,84.09627329192546,0.7666666666666667,Maryland,3.0,Men
1985,1433,1267,81,65,1,68.5,0.8333333333333334,VCU,2.0,72.84429824561403,0.6129032258064516,Marshall,15.0,Men
2013,1274,1228,63,59,1,66.44444444444444,0.8181818181818182,Miami FL,2.0,67.16071428571428,0.6363636363636364,Illinois,7.0,Men
1998,1112,1268,87,79,1,89.44907407407408,0.8709677419354839,Arizona,1.0,76.70526315789473,0.6551724137931034,Maryland,4.0,Men
2006,1196,1207,57,53,1,76.63888888888889,0.8181818181818182,Florida,3.0,64.19047619047619,0.7,Georgetown,7.0,Men
2005,1314,1235,92,65,1,82.16203703703704,0.8709677419354839,North Carolina,1.0,67.26262626262626,0.6206896551724138,Iowa St,9.0,Men
2010,1115,1457,61,44,1,64.28039215686275,0.53125,Ark Pine Bluff,16.0,61.703619909502265,0.5666666666666667,Winthrop,16.0,Men
1993,1228,1253,75,72,1,75.55555555555554,0.6,Illinois,6.0,74.39722222222221,0.6896551724137931,Long Beach St,11.0,Men
2011,1400,1324,85,81,1,73.72751322751323,0.7941176470588235,Texas,4.0,81.41666666666666,0.7272727272727273,Oakland,13.0,Men
2019,1438,1345,80,75,1,69.52298850574712,0.90625,Virginia,1.0,73.86473429951691,0.71875,Purdue,3.0,Men
2000,1196,1314,71,59,1,80.37202380952381,0.7741935483870968,Florida,5.0,76.13675213675214,0.5806451612903226,North Carolina,8.0,Men
1999,1283,1397,81,51,1,72.375,0.6666666666666666,Missouri St,12.0,70.7875,0.7142857142857143,Tennessee,4.0,Men
2025,1181,1112,100,93,1,77.72043010752688,0.9117647058823529,Duke,1.0,78.95454545454545,0.6470588235294118,Arizona,4.0,Men
2021,1452,1287,84,67,1,77.30555555555554,0.6666666666666666,West Virginia,3.0,64.21428571428572,0.75,Morehead St,14.0,Men
2019,1211,1192,87,49,1,80.36666666666667,0.9090909090909091,Gonzaga,1.0,73.73076923076923,0.5806451612903226,F Dickinson,16.0,Men
1988,1181,1348,73,72,1,82.66666666666666,0.8,Duke,2.0,81.38666666666666,0.8064516129032258,Rhode Island,11.0,Men
2019,1314,1233,88,73,1,80.07407407407408,0.8181818181818182,North Carolina,1.0,76.6764705882353,0.53125,Iona,16.0,Men
1986,1301,1114,80,66,1,69.375,0.5714285714285714,NC State,6.0,78.04761904761904,0.7,Ark Little Rock,14.0,Men
1996,1428,1145,72,43,1,72.31884057971014,0.7931034482758621,Utah,4.0,65.8763157894737,0.6551724137931034,Canisius,13.0,Men
2009,1277,1352,77,62,1,68.60897435897436,0.8125,Michigan St,2.0,68.1875,0.7058823529411765,Robert Morris,15.0,Men
2014,1361,1295,63,44,1,63.092592592592595,0.8709677419354839,San Diego St,4.0,72.23484848484848,0.7857142857142857,N Dakota St,12.0,Men
2009,1393,1113,78,67,1,77.81555555555556,0.7352941176470589,Syracuse,3.0,67.60416666666667,0.7272727272727273,Arizona St,6.0,Men
1998,1314,1277,73,58,1,79.91666666666667,0.9090909090909091,North Carolina,1.0,72.14285714285714,0.7407407407407407,Michigan St,4.0,Men
1989,1112,1352,94,60,1,80.98148148148148,0.9,Arizona,1.0,77.48026315789474,0.7037037037037037,Robert Morris,16.0,Men
2013,1257,1455,72,68,1,72.5,0.8529411764705882,Louisville,1.0,66.86538461538461,0.7647058823529411,Wichita St,9.0,Men
2005,1334,1338,79,71,1,67.8076923076923,0.896551724137931,Pacific,8.0,70.525,0.7142857142857143,Pittsburgh,9.0,Men
2003,1329,1335,77,63,1,65.86666666666667,0.6896551724137931,Oklahoma St,6.0,66.01818181818182,0.8148148148148148,Penn,11.0,Men
2016,1268,1355,79,74,1,72.64583333333334,0.75,Maryland,5.0,74.96428571428572,0.7741935483870968,S Dakota St,12.0,Men
2022,1242,1437,81,65,1,74.69047619047619,0.8235294117647058,Kansas,1.0,69.16758241758242,0.7878787878787878,Villanova,2.0,Men
2007,1314,1277,81,67,1,84.13095238095238,0.8235294117647058,North Carolina,1.0,62.40909090909091,0.6666666666666666,Michigan St,9.0,Men
2003,1323,1228,68,60,1,78.88636363636363,0.7096774193548387,Notre Dame,5.0,71.27083333333333,0.8,Illinois,4.0,Men
2001,1268,1207,76,66,1,83.71428571428572,0.6774193548387096,Maryland,3.0,73.61180124223603,0.7666666666666667,Georgetown,10.0,Men
2008,1291,1164,69,60,1,68.52380952380952,0.5625,Mt St Mary's,16.0,60.82857142857143,0.4117647058823529,Coppin St,16.0,Men
2013,1247,1279,76,74,1,69.92857142857143,0.7,La Salle,13.0,75.15384615384616,0.7647058823529411,Mississippi,12.0,Men
1996,1269,1390,79,74,1,74.80645161290323,0.96875,Massachusetts,1.0,72.45394736842105,0.7037037037037037,Stanford,9.0,Men
2004,1371,1112,80,76,1,70.19298245614036,0.6785714285714286,Seton Hall,8.0,85.90833333333333,0.6896551724137931,Arizona,9.0,Men
2000,1329,1220,86,66,1,69.40579710144928,0.7931034482758621,Oklahoma St,3.0,71.3125,0.8,Hofstra,14.0,Men
2021,1124,1458,76,63,1,76.02272727272728,0.9166666666666666,Baylor,1.0,68.75735294117646,0.5862068965517241,Wisconsin,9.0,Men
2006,1130,1285,69,56,1,72.07714285714286,0.78125,Boston College,4.0,77.14285714285714,0.7777777777777778,Montana,12.0,Men
2013,1231,1241,83,62,1,75.07407407407408,0.8181818181818182,Indiana,1.0,64.53928571428571,0.5882352941176471,James Madison,16.0,Men
2022,1389,1246,85,79,1,65.55555555555556,0.6206896551724138,St Peter's,15.0,74.53846153846155,0.7878787878787878,Kentucky,2.0,Men
1991,1163,1462,66,50,1,72.12647058823529,0.6296296296296297,Connecticut,11.0,80.57142857142858,0.7,Xavier,14.0,Men
2001,1181,1417,76,63,1,88.11637931034483,0.8787878787878788,Duke,1.0,79.35714285714286,0.7241379310344828,UCLA,4.0,Men
2006,1401,1393,66,58,1,67.40178571428572,0.7241379310344828,Texas A&M,12.0,71.18379446640316,0.6764705882352942,Syracuse,5.0,Men
1992,1308,1418,81,73,1,73.91558441558442,0.7586206896551724,New Mexico St,12.0,78.82499999999999,0.6666666666666666,Louisiana,13.0,Men
1991,1181,1385,78,61,1,85.56593406593407,0.7878787878787878,Duke,2.0,70.45,0.7142857142857143,St John's,4.0,Men
2013,1279,1458,57,46,1,75.15384615384616,0.7647058823529411,Mississippi,12.0,62.4505928853755,0.6764705882352942,Wisconsin,5.0,Men
2009,1401,1140,79,66,1,69.26811594202898,0.71875,Texas A&M,9.0,76.0625,0.7741935483870968,BYU,8.0,Men
2008,1172,1211,82,76,1,74.09666666666666,0.8064516129032258,Davidson,10.0,73.13142857142857,0.78125,Gonzaga,7.0,Men
1986,1261,1272,83,81,1,72.96212121212122,0.6206896551724138,LSU,11.0,78.25384615384615,0.8387096774193549,Memphis,3.0,Men
1991,1424,1371,77,65,1,50.36666666666667,1.0,UNLV,1.0,74.42559523809524,0.7241379310344828,Seton Hall,3.0,Men
2021,1276,1199,76,58,1,69.85,0.8333333333333334,Michigan,1.0,76.33333333333334,0.7272727272727273,Florida St,4.0,Men
1997,1345,1348,83,76,1,71.20855614973263,0.6071428571428571,Purdue,8.0,78.09444444444443,0.6896551724137931,Rhode Island,9.0,Men
1989,1278,1243,86,75,1,73.19886363636364,0.5925925925925926,Minnesota,11.0,76.24411764705883,0.6296296296296297,Kansas St,6.0,Men
2023,1163,1361,76,59,1,75.155,0.7575757575757576,Connecticut,4.0,69.41666666666666,0.8125,San Diego St,5.0,Men
2013,1326,1112,73,70,1,66.73901098901099,0.7878787878787878,Ohio St,2.0,71.43142857142857,0.78125,Arizona,6.0,Men
2018,1305,1153,75,73,1,81.30952380952381,0.7941176470588235,Nevada,7.0,71.45,0.8823529411764706,Cincinnati,2.0,Men
2017,1181,1407,87,65,1,77.83101851851852,0.7714285714285715,Duke,2.0,74.86428571428571,0.5882352941176471,Troy,15.0,Men
1987,1234,1328,93,91,1,83.53999999999999,0.8620689655172413,Iowa,2.0,86.78535353535354,0.7096774193548387,Oklahoma,6.0,Men
2004,1386,1251,82,63,1,72.5925925925926,0.9642857142857143,St Joseph's PA,1.0,68.1218487394958,0.5483870967741935,Liberty,16.0,Men
2018,1155,1308,79,68,1,69.78019323671498,0.71875,Clemson,5.0,73.19999999999999,0.8333333333333334,New Mexico St,12.0,Men
2013,1396,1301,76,72,1,71.5072463768116,0.71875,Temple,9.0,74.8375,0.7058823529411765,NC State,8.0,Men
1991,1242,1338,77,66,1,81.5952380952381,0.75,Kansas,3.0,82.28030303030303,0.6206896551724138,Pittsburgh,6.0,Men
1995,1438,1311,96,72,1,75.14204545454545,0.7333333333333333,Virginia,4.0,83.61818181818182,0.8148148148148148,Nicholls St,13.0,Men
1994,1281,1393,98,88,1,79.02083333333333,0.8888888888888888,Missouri,1.0,79.47619047619048,0.7777777777777778,Syracuse,4.0,Men
2015,1458,1112,85,78,1,67.26881720430107,0.9117647058823529,Wisconsin,1.0,72.17741935483872,0.9117647058823529,Arizona,2.0,Men
2009,1417,1433,65,64,1,72.43,0.7575757575757576,UCLA,6.0,72.45138888888889,0.7272727272727273,VCU,11.0,Men
2006,1322,1234,64,63,1,73.16233766233766,0.7586206896551724,Northwestern LA,14.0,63.2425,0.7575757575757576,Iowa,3.0,Men
1995,1272,1257,77,56,1,76.25,0.7096774193548387,Memphis,6.0,75.94534412955466,0.59375,Louisville,11.0,Men
1989,1438,1292,104,88,1,78.03947368421052,0.6551724137931034,Virginia,5.0,85.075,0.7407407407407407,MTSU,13.0,Men
1987,1462,1281,70,69,1,77.04166666666666,0.5384615384615384,Xavier,13.0,72.68599033816426,0.71875,Missouri,4.0,Men
2022,1437,1174,80,60,1,69.16758241758242,0.7878787878787878,Villanova,2.0,72.58333333333334,0.6363636363636364,Delaware,15.0,Men
2002,1301,1277,69,58,1,72.77272727272728,0.6875,NC State,7.0,67.91666666666666,0.6206896551724138,Michigan St,10.0,Men
2003,1345,1261,80,56,1,68.82777777777778,0.6428571428571429,Purdue,9.0,70.20714285714286,0.6774193548387096,LSU,8.0,Men
1992,1276,1329,75,72,1,75.275,0.7142857142857143,Michigan,6.0,70.09006211180125,0.7666666666666667,Oklahoma St,2.0,Men
2006,1417,1272,50,45,1,67.63888888888889,0.8181818181818182,UCLA,2.0,74.35,0.9090909090909091,Memphis,1.0,Men
1996,1208,1345,76,69,1,77.31578947368422,0.6785714285714286,Georgia,8.0,69.68,0.8333333333333334,Purdue,1.0,Men
1993,1380,1210,93,78,1,93.49305555555556,0.64,Southern Univ,13.0,76.18421052631578,0.6551724137931034,Georgia Tech,4.0,Men
2007,1338,1433,84,79,1,68.97619047619048,0.7941176470588235,Pittsburgh,3.0,71.0462962962963,0.8181818181818182,VCU,11.0,Men
1998,1112,1311,99,60,1,89.44907407407408,0.8709677419354839,Arizona,1.0,74.47222222222223,0.6666666666666666,Nicholls St,16.0,Men
